measure,location,sex,age,cause,metric,year,val,upper,lower
1,163,1,25,493,3,2017,422.4935698554598,439.96878644208573,403.08219024920874
1,163,2,25,493,3,2017,241.52754614257216,256.52653135796777,223.06604664864713
1,112,1,25,493,3,2017,276.2178123473529,302.70502953737855,251.2408803885307
1,112,2,25,493,3,2017,129.61298708829648,144.18023804645145,114.73159731000132
1,141,1,25,493,3,2017,890.5632402670758,1036.7047478214856,764.6259697170981
1,141,2,25,493,3,2017,389.2519405077578,455.45332777269397,327.9389730363609
1,36,1,25,493,3,2017,579.1409944625785,654.2529502330481,525.1482178819249
1,36,2,25,493,3,2017,212.5485241803764,234.78115798978772,192.16691869068168
1,39,1,25,493,3,2017,558.7354584072791,637.763355581119,488.9917021037122
1,39,2,25,493,3,2017,304.5335191151605,345.7535926590618,263.66671548133127
1,10,1,25,493,3,2017,217.07626323652025,256.5822178974601,180.1149569295588
1,10,2,25,493,3,2017,97.21990937421984,127.62033856632573,76.39942778131449
1,37,1,25,493,3,2017,526.1396200703547,568.62104815884,493.6674247495729
1,37,2,25,493,3,2017,238.2670312536085,256.30584840570594,221.79027353901225
1,133,1,25,493,3,2017,319.69418823653064,385.07332036402215,258.70821455441444
1,133,2,25,493,3,2017,118.44341899473632,143.11139755479778,94.52476480982875
1,142,1,25,493,3,2017,279.4855820812057,297.82991896130244,271.3825426621134
1,142,2,25,493,3,2017,136.9470390408891,145.66072218428295,132.67337673523397
1,113,1,25,493,3,2017,482.17517102664107,557.1885741149456,414.75958966583573
1,113,2,25,493,3,2017,244.09820328543893,289.5079410800411,206.52553551329865
1,40,1,25,493,3,2017,754.383137206758,829.3811265895904,682.0201349834609
1,40,2,25,493,3,2017,353.89023389543206,389.5397134147217,318.06423880550483
1,61,1,25,493,3,2017,632.0082708476596,676.8202380615586,598.7854168255465
1,61,2,25,493,3,2017,257.4005985214864,281.83347003724606,238.51965658454776
1,116,1,25,493,3,2017,155.81333724917707,173.52808997802,138.76801826639328
1,116,2,25,493,3,2017,72.45956601054861,84.10458363855899,61.85086045916498
1,41,1,25,493,3,2017,855.0698225144,979.8708326915093,740.0561527482747
1,41,2,25,493,3,2017,405.17988152573344,470.4837806361865,347.7427189044643
1,38,1,25,493,3,2017,534.8862712399325,610.7030474663724,467.0632986830673
1,38,2,25,493,3,2017,175.06162265285082,202.3435939492828,147.8783283051119
1,143,1,25,493,3,2017,300.07836879760714,329.74815758308966,270.8673059940366
1,143,2,25,493,3,2017,163.68021533930312,181.52309574162288,147.52489617771806
1,114,1,25,493,3,2017,356.8420914736475,458.2340020374295,257.3620486069814
1,114,2,25,493,3,2017,349.34308150129675,461.60395003926135,246.5703068666719
1,62,1,25,493,3,2017,689.0951423466134,722.0959913261578,675.3112622424786
1,62,2,25,493,3,2017,218.28150735626198,225.10492747172123,213.36415034613992
1,117,1,25,493,3,2017,237.2819585577658,260.65509720447335,213.85842167475369
1,117,2,25,493,3,2017,127.15226013136453,142.81891862894815,111.44735564060596
1,20,1,25,493,3,2017,189.177930248113,231.62624372146664,157.33569541417668
1,20,2,25,493,3,2017,71.56211601300284,90.74286816694257,54.37356250269674
1,11,1,25,493,3,2017,321.38041675659963,352.72858788989925,292.05225386605264
1,11,2,25,493,3,2017,157.80399134568663,172.30716181368206,144.6415153770047
1,168,1,25,493,3,2017,253.92877021749894,319.42238180186223,200.46676351818584
1,168,2,25,493,3,2017,134.56088597176404,181.8029043243064,97.68390493480047
1,93,1,25,493,3,2017,135.6919028496864,147.55651727857006,125.32167362883787
1,93,2,25,493,3,2017,40.384240140051,44.67228387939195,36.406192318365235
1,68,1,25,493,3,2017,45.09540212593202,51.45326724067084,39.6304144392857
1,68,2,25,493,3,2017,11.775926371697775,13.552702692269845,10.140729904606546
1,170,1,25,493,3,2017,268.3839176003124,337.1414412559099,207.67109945281624
1,170,2,25,493,3,2017,260.534983460305,327.1971303516457,191.27181996413492
1,84,1,25,493,3,2017,141.2890820241812,157.25093038402818,126.86090249886296
1,84,2,25,493,3,2017,39.199671377988004,44.52161700073897,33.79234182193544
1,144,1,25,493,3,2017,216.2428195703156,255.89953581871325,183.57401572116237
1,144,2,25,493,3,2017,88.87719182882232,108.6617065272463,71.67360409594552
1,135,1,25,493,3,2017,223.25319518274682,229.65504973414835,213.57212857132936
1,135,2,25,493,3,2017,106.1569983526723,109.59915198096927,102.11688344916102
1,87,1,25,493,3,2017,100.45671510953271,116.60883859741287,86.10971171313098
1,87,2,25,493,3,2017,26.45595714012553,32.807227410747416,20.937550136832787
1,139,1,25,493,3,2017,280.4441975481321,322.11294945588503,245.00113444863703
1,139,2,25,493,3,2017,181.41865619245297,207.41397633502328,154.32115770546991
1,63,1,25,493,3,2017,1017.6844571356002,1082.755532879134,955.4302936809006
1,63,2,25,493,3,2017,336.4789398445618,362.73926430682496,312.2675799398506
1,194,1,25,493,3,2017,353.463932752251,445.7352092447084,275.0725051157481
1,194,2,25,493,3,2017,219.0038006335055,300.6009052968554,138.8363134410263
1,115,1,25,493,3,2017,162.96498323404484,198.63506475027557,129.700068968952
1,115,2,25,493,3,2017,78.34557270238184,98.2145814916287,61.38903289308478
1,119,1,25,493,3,2017,338.8139066676997,426.41502215167316,265.3945598464705
1,119,2,25,493,3,2017,176.0084952051037,228.01381757607658,132.98079851603492
1,69,1,25,493,3,2017,151.05911276680183,170.7972515492202,134.62291716490304
1,69,2,25,493,3,2017,34.56282812150883,41.143272446882634,29.61342266901811
1,169,1,25,493,3,2017,465.07157016849817,598.6566226599302,345.00290207247633
1,169,2,25,493,3,2017,306.57345528579344,420.99717824569785,206.9366638534284
1,22,1,25,493,3,2017,743.4887943667901,879.5505955850966,632.6108342909436
1,22,2,25,493,3,2017,249.5144218954274,306.3292272939808,202.37323273314496
1,94,1,25,493,3,2017,80.99228804896896,89.90641635356624,72.05897297588564
1,94,2,25,493,3,2017,19.68173950011756,22.61864263477406,17.258663046395167
1,88,1,25,493,3,2017,204.25157479042605,221.0962797680222,187.88499009827905
1,88,2,25,493,3,2017,72.8022849783641,82.13380265115974,64.83458780114228
1,118,1,25,493,3,2017,320.47830243420617,370.3885137122001,272.95248430070586
1,118,2,25,493,3,2017,125.4213770969003,146.39449617629867,107.5848067389065
1,171,1,25,493,3,2017,298.07231301648545,374.33881063144275,223.8758592127362
1,171,2,25,493,3,2017,201.59957787350052,265.1539387276168,147.33225288300488
1,140,1,25,493,3,2017,167.77663338157566,191.25127357463793,145.7059096554804
1,140,2,25,493,3,2017,100.34562356315689,114.72189105588852,86.82693499338194
1,13,1,25,493,3,2017,414.2260231271024,475.11030350119904,367.9753177019334
1,13,2,25,493,3,2017,164.54818673336436,193.21588302195536,142.17625868810705
1,12,1,25,493,3,2017,389.6892650684892,484.548652194185,307.42241494752284
1,12,2,25,493,3,2017,211.0739617661749,270.60826681281725,163.45227781070548
1,195,1,25,493,3,2017,261.1011569798871,317.0734666285376,215.33837774157854
1,195,2,25,493,3,2017,81.67697097265706,114.35323628702058,58.45020557755357
1,95,1,25,493,3,2017,151.30970074716362,155.11842792085432,147.8504064324435
1,95,2,25,493,3,2017,44.12178549149049,45.62842270367605,42.752171086113286
1,89,1,25,493,3,2017,90.07120285898395,99.27790669515939,81.55021920939255
1,89,2,25,493,3,2017,29.59891705638564,33.10784432654789,26.044723298920722
1,85,1,25,493,3,2017,93.83847429606678,104.46990929491096,84.80434543693198
1,85,2,25,493,3,2017,25.031326312862017,28.567895294452097,21.802177983939142
1,197,1,25,493,3,2017,348.3280930430536,437.0849075473946,269.01941841209464
1,197,2,25,493,3,2017,179.2427318982126,251.22335550160278,118.29755260062878
1,136,1,25,493,3,2017,239.04775234100586,295.65398960434885,187.4338089974062
1,136,2,25,493,3,2017,104.11009711673427,129.22308896774297,80.47156135333111
1,186,1,25,493,3,2017,226.80239319185998,253.71794539208338,201.07001879730015
1,186,2,25,493,3,2017,78.02851218956198,92.59239771911923,63.86879404944139
1,45,1,25,493,3,2017,584.7415396579869,639.0572023616764,533.6385184645754
1,45,2,25,493,3,2017,200.65890255360898,222.0702643538233,180.2221478016059
1,172,1,25,493,3,2017,149.3100984031385,216.89597455025532,99.93187935401822
1,172,2,25,493,3,2017,81.5400541118608,128.8844338497448,49.620623590653466
1,121,1,25,493,3,2017,203.772169063558,280.2661390132432,148.86670699991174
1,121,2,25,493,3,2017,125.07389479964536,163.9782261451349,92.36581181243896
1,196,1,25,493,3,2017,214.07459725013683,228.46149400253358,200.49958859607878
1,196,2,25,493,3,2017,96.63955926639288,105.16355210133293,89.12668784528472
1,198,1,25,493,3,2017,329.40631540165396,393.6724400230573,272.5546645969679
1,198,2,25,493,3,2017,329.499237971243,410.1156189261,250.76854708185732
1,86,1,25,493,3,2017,94.02926963064797,104.20276407201398,85.22757542166501
1,86,2,25,493,3,2017,25.298837692554898,28.82205262487236,22.050569519271335
1,46,1,25,493,3,2017,267.54103531742743,290.3904381385859,244.64288108124853
1,46,2,25,493,3,2017,79.80874216171853,89.51504167970685,70.81458560430352
1,173,1,25,493,3,2017,285.85175228605544,349.0203902936527,234.0333340040589
1,173,2,25,493,3,2017,111.23076726478861,147.82426125822502,80.59034152364312
1,14,1,25,493,3,2017,218.23117391923645,240.35470828565235,196.38386587711742
1,14,2,25,493,3,2017,87.02529591481793,99.28967953465471,74.93785067432916
1,298,1,25,493,3,2017,387.67832708964795,456.6869048032605,318.3988803022097
1,298,2,25,493,3,2017,157.5808452162961,181.05198077452954,135.8850462123976
1,71,1,25,493,3,2017,110.93715179825126,128.80430939271776,95.18592501880707
1,71,2,25,493,3,2017,28.046618973834818,33.03560416756652,23.790842681406602
1,213,1,25,493,3,2017,151.91463009752155,224.46159517545266,94.31480781764382
1,213,2,25,493,3,2017,160.1532020230648,229.10430679012103,110.60110606810852
1,47,1,25,493,3,2017,300.50415126298,327.8499069453702,274.5436446327737
1,47,2,25,493,3,2017,89.8865343998568,99.94426053554426,80.28234123325197
1,187,1,25,493,3,2017,401.0714992275649,527.0207926203683,293.16644744304136
1,187,2,25,493,3,2017,280.19197320141944,376.7263329434222,202.89549181469383
1,164,1,25,493,3,2017,495.8452049463054,585.4083554315423,389.18617478593615
1,164,2,25,493,3,2017,178.62700904541455,226.2421794511905,140.13742637474957
1,122,1,25,493,3,2017,127.01806852177238,146.67680790322328,110.05285245882294
1,122,2,25,493,3,2017,65.8035981738336,77.08629970143502,56.083402853091016
1,16,1,25,493,3,2017,422.67029500496136,506.4955259783998,348.3747063539554
1,16,2,25,493,3,2017,179.4921285576992,220.91301433487467,146.95400392076067
1,15,1,25,493,3,2017,198.30426016487885,232.46970612247043,164.70806008742235
1,15,2,25,493,3,2017,95.0746966727668,120.27285420780115,72.62645046443643
1,72,1,25,493,3,2017,150.09343963432204,161.605988428121,138.20927480320347
1,72,2,25,493,3,2017,38.9796855202182,43.279095756035424,35.084587359946156
1,214,1,25,493,3,2017,116.01141354241986,172.71521959092627,78.423386621057
1,214,2,25,493,3,2017,85.3582721926477,124.55039437491806,54.12537569680579
1,123,1,25,493,3,2017,81.90412562097302,99.85309238179174,65.71096824539737
1,123,2,25,493,3,2017,42.397207502059686,52.84917423101719,33.83200426989878
1,216,1,25,493,3,2017,216.8761818501859,271.0509127094699,166.14883609673737
1,216,2,25,493,3,2017,199.02953100844772,254.4295098451525,156.56124491044883
1,17,1,25,493,3,2017,279.16563310507655,346.42394191425785,219.51964502297645
1,17,2,25,493,3,2017,104.04520185545309,139.24545338113316,73.4015975677454
1,215,1,25,493,3,2017,216.68957146996496,267.8638695867993,170.97476954900236
1,215,2,25,493,3,2017,157.01988433616987,207.73583505717653,113.27699813262875
1,189,1,25,493,3,2017,260.36010902726656,327.10854799786637,205.76569212200747
1,189,2,25,493,3,2017,111.99707998113225,146.24374210154036,84.8933244649382
1,165,1,25,493,3,2017,576.5568469257539,723.3024488996437,448.84630231438484
1,165,2,25,493,3,2017,292.22812111772305,367.3359583205166,226.39318329442233
1,217,1,25,493,3,2017,305.102239695168,385.0802975991446,236.68259630898638
1,217,2,25,493,3,2017,288.049349125646,372.95289710292946,214.15463260847255
1,18,1,25,493,3,2017,106.85344515715175,126.91467606669521,89.9268980251455
1,18,2,25,493,3,2017,41.52732311179309,49.142137935996814,34.98691041044708
1,90,1,25,493,3,2017,110.44609165914113,116.7548823046022,105.07488770494726
1,90,2,25,493,3,2017,30.39972783963346,31.90083468912041,28.91391781291656
1,19,1,25,493,3,2017,350.5695416280108,463.5727561415811,227.42384875334707
1,19,2,25,493,3,2017,208.3346942981012,269.7792309968327,160.3896579976729
1,218,1,25,493,3,2017,298.1284416351456,373.0723400011035,228.3504098783685
1,218,2,25,493,3,2017,184.04402287256022,251.17502855350457,137.27865349306734
1,191,1,25,493,3,2017,257.6429827101951,303.6538379255608,216.0193441949168
1,191,2,25,493,3,2017,132.26436625756807,170.46377394983747,99.23608240835567
1,190,1,25,493,3,2017,200.24278619155737,256.8866841524075,149.96652356037745
1,190,2,25,493,3,2017,80.4029275360843,110.25023193803058,55.285848404419085
1,43,1,25,493,3,2017,276.4870188055118,346.86587379244787,213.2566139356798
1,43,2,25,493,3,2017,99.54769166600299,133.21446319596959,74.52188438092652
1,145,1,25,493,3,2017,237.67463992418547,259.16084721696996,216.20415793518274
1,145,2,25,493,3,2017,46.74846360030768,53.63601474962527,39.8755453193491
1,193,1,25,493,3,2017,141.56073601082792,186.29989958258278,110.89222703721362
1,193,2,25,493,3,2017,135.6289143799613,164.97810745551268,111.09835217370632
1,44,1,25,493,3,2017,295.2764912916601,329.85187281902614,262.5304394786359
1,44,2,25,493,3,2017,121.4223736889233,138.8759328558015,105.70879596457152
1,91,1,25,493,3,2017,104.63988905152894,116.13021962368907,93.69641369704019
1,91,2,25,493,3,2017,26.44548919939666,30.488564339961915,23.117384110446405
1,146,1,25,493,3,2017,451.2716833372886,493.82605763824495,418.0308454910598
1,146,2,25,493,3,2017,140.9219592135561,169.68856580332198,115.07286845072193
1,147,1,25,493,3,2017,424.62059566848774,512.1636547323367,342.8132240946618
1,147,2,25,493,3,2017,292.39881676926905,352.92539380565324,231.81895170299444
1,92,1,25,493,3,2017,104.41851145382222,114.17039777208427,95.13696874049921
1,92,2,25,493,3,2017,24.732253523705847,27.65924735315873,21.806134807573084
1,66,1,25,493,3,2017,237.97902343018524,269.23291216668224,210.51508613752065
1,66,2,25,493,3,2017,96.34963882053691,110.27531456674225,83.39111942669577
1,67,1,25,493,3,2017,82.72896690528592,86.43256336633851,79.12312185407546
1,67,2,25,493,3,2017,21.24118776019121,22.419773792483088,20.21328944824504
1,97,1,25,493,3,2017,246.43885036833473,286.9238812567133,211.0925656748825
1,97,2,25,493,3,2017,87.21664403290117,102.61749425291971,72.47026497375062
1,98,1,25,493,3,2017,132.3825519901448,154.86734296644048,113.7860983242665
1,98,2,25,493,3,2017,44.99789447149326,52.90304336982002,36.978429042022974
1,148,1,25,493,3,2017,501.0572755959382,630.9627510327259,394.81406590961006
1,148,2,25,493,3,2017,389.8921866291166,485.73816989571606,299.5662576162894
1,200,1,25,493,3,2017,168.48716638015375,230.19137789847335,120.86824004938217
1,200,2,25,493,3,2017,145.50423379308447,196.73267240742464,105.68728039636359
