Sex	Age	Year	Month	U07	U08	U09
M	70–74	2024	April	7	0	0
M	70–74	2024	Maj	9	0	0
M	70–74	2024	Juni	11	0	0
M	70–74	2024	Juli	28	0	0
M	70–74	2024	Augusti	61	0	0
M	75–79	2022	Januari	275	3	0
M	75–79	2022	Februari	348	1	0
M	75–79	2022	Mars	239	2	1
M	75–79	2022	April	143	0	1
M	75–79	2022	Maj	60	0	0
M	75–79	2022	Juni	64	1	0
M	75–79	2022	Juli	164	0	2
M	75–79	2022	Augusti	172	1	0
M	75–79	2022	September	159	0	0
M	75–79	2022	Oktober	151	0	0
M	75–79	2022	November	170	0	2
M	75–79	2022	December	390	0	2
M	75–79	2023	Januari	214	0	0
M	75–79	2023	Februari	47	0	0
M	75–79	2023	Mars	102	0	0
M	75–79	2023	April	149	0	0
M	75–79	2023	Maj	135	0	0
M	75–79	2023	Juni	84	0	0
M	75–79	2023	Juli	34	1	0
M	75–79	2023	Augusti	57	0	0
M	75–79	2023	September	97	0	0
M	75–79	2023	Oktober	163	0	0
M	75–79	2023	November	463	0	1
M	75–79	2023	December	332	0	1
M	75–79	2024	Januari	96	0	0
M	75–79	2024	Februari	21	0	0
M	75–79	2024	Mars	10	0	0
M	75–79	2024	April	5	0	0
M	75–79	2024	Maj	15	0	0
M	75–79	2024	Juni	23	0	0
M	75–79	2024	Juli	55	0	0
M	75–79	2024	Augusti	125	0	1
M	80–84	2022	Januari	238	0	2
M	80–84	2022	Februari	372	2	3
M	80–84	2022	Mars	248	1	0
M	80–84	2022	April	104	0	3
M	80–84	2022	Maj	59	0	0
M	80–84	2022	Juni	59	1	0
M	80–84	2022	Juli	173	1	0
M	80–84	2022	Augusti	207	0	0
M	80–84	2022	September	171	0	0
M	80–84	2022	Oktober	154	0	1
M	80–84	2022	November	172	0	0
M	80–84	2022	December	430	0	0
M	80–84	2023	Januari	239	0	1
M	80–84	2023	Februari	61	0	0
M	80–84	2023	Mars	105	0	1
M	80–84	2023	April	169	2	0
M	80–84	2023	Maj	134	0	1
M	80–84	2023	Juni	66	0	0
M	80–84	2023	Juli	35	0	0
M	80–84	2023	Augusti	56	0	0
M	80–84	2023	September	104	0	0
M	80–84	2023	Oktober	206	0	1
M	80–84	2023	November	467	1	0
M	80–84	2023	December	335	0	1
M	80–84	2024	Januari	113	0	0
M	80–84	2024	Februari	29	0	1
M	80–84	2024	Mars	14	0	0
M	80–84	2024	April	13	0	0
M	80–84	2024	Maj	13	0	0
M	80–84	2024	Juni	26	0	0
M	80–84	2024	Juli	73	0	0
M	80–84	2024	Augusti	126	0	0
M	85+	2022	Januari	364	0	0
M	85+	2022	Februari	532	0	3
M	85+	2022	Mars	346	0	0
M	85+	2022	April	152	0	1
M	85+	2022	Maj	82	0	0
M	85+	2022	Juni	93	0	0
M	85+	2022	Juli	251	0	0
M	85+	2022	Augusti	284	1	0
M	85+	2022	September	224	1	1
M	85+	2022	Oktober	186	0	1
M	85+	2022	November	222	0	1
M	85+	2022	December	587	1	1
M	85+	2023	Januari	373	0	1
M	85+	2023	Februari	92	0	0
M	85+	2023	Mars	163	0	0
M	85+	2023	April	209	0	0
M	85+	2023	Maj	188	1	0
M	85+	2023	Juni	100	0	0
M	85+	2023	Juli	39	0	0
M	85+	2023	Augusti	79	0	0
M	85+	2023	September	133	0	0
M	85+	2023	Oktober	264	0	0
M	85+	2023	November	669	1	0
M	85+	2023	December	423	0	0
M	85+	2024	Januari	191	0	0
M	85+	2024	Februari	46	0	0
M	85+	2024	Mars	10	0	0
M	85+	2024	April	14	0	0
M	85+	2024	Maj	27	0	0
M	85+	2024	Juni	39	0	0
M	85+	2024	Juli	89	1	0
M	85+	2024	Augusti	184	1	0
F	0–4	2022	Januari	147	0	0
F	0–4	2022	Februari	147	0	0
F	0–4	2022	Mars	34	0	0
F	0–4	2022	April	25	0	0
F	0–4	2022	Maj	13	0	0
F	0–4	2022	Juni	17	0	0
F	0–4	2022	Juli	30	0	0
F	0–4	2022	Augusti	35	0	0
F	0–4	2022	September	23	0	0
F	0–4	2022	Oktober	23	0	0
F	0–4	2022	November	30	0	0
F	0–4	2022	December	58	0	0
F	0–4	2023	Januari	16	0	0
F	0–4	2023	Februari	8	0	0
F	0–4	2023	Mars	14	0	0
F	0–4	2023	April	18	0	0
F	0–4	2023	Maj	8	0	0
F	0–4	2023	Juni	5	0	0
F	0–4	2023	Juli	5	0	0
F	0–4	2023	Augusti	5	0	0
F	0–4	2023	September	14	0	0
F	0–4	2023	Oktober	19	1	0
F	0–4	2023	November	53	0	0
F	0–4	2023	December	62	0	0
F	0–4	2024	Januari	25	0	0
F	0–4	2024	Februari	5	0	0
F	0–4	2024	Mars	4	0	0
F	0–4	2024	April	4	0	0
F	0–4	2024	Maj	5	0	0
F	0–4	2024	Juni	6	0	0
F	0–4	2024	Juli	7	0	0
F	0–4	2024	Augusti	16	0	0
F	5–9	2022	Januari	32	0	0
F	5–9	2022	Februari	27	0	0
F	5–9	2022	Mars	7	0	0
F	5–9	2022	April	1	0	0
F	5–9	2022	Maj	2	0	0
F	5–9	2022	Juni	1	0	0
F	5–9	2022	Juli	3	0	0
F	5–9	2022	Augusti	6	0	0
F	5–9	2022	September	4	0	0
F	5–9	2022	Oktober	1	0	0
F	5–9	2022	November	7	0	0
F	5–9	2022	December	2	0	0
F	5–9	2023	Januari	3	0	0
F	5–9	2023	Februari	0	0	0
F	5–9	2023	Mars	2	0	0
F	5–9	2023	April	1	0	0
F	5–9	2023	Maj	0	0	0
F	5–9	2023	Juni	0	0	0
F	5–9	2023	Juli	0	0	0
F	5–9	2023	Augusti	0	0	0
F	5–9	2023	September	0	0	0
F	5–9	2023	Oktober	1	0	0
F	5–9	2023	November	1	0	0
F	5–9	2023	December	1	0	0
F	5–9	2024	Januari	0	0	0
F	5–9	2024	Februari	2	0	0
F	5–9	2024	Mars	0	0	0
F	5–9	2024	April	0	0	0
F	5–9	2024	Maj	0	0	0
F	5–9	2024	Juni	1	0	0
F	5–9	2024	Juli	2	0	0
F	5–9	2024	Augusti	0	0	0
F	10–14	2022	Januari	15	0	0
F	10–14	2022	Februari	13	0	0
F	10–14	2022	Mars	2	0	0
F	10–14	2022	April	1	0	0
F	10–14	2022	Maj	0	0	0
F	10–14	2022	Juni	1	0	0
F	10–14	2022	Juli	6	0	0
F	10–14	2022	Augusti	1	0	0
F	10–14	2022	September	4	0	0
F	10–14	2022	Oktober	2	0	0
F	10–14	2022	November	5	0	0
F	10–14	2022	December	6	0	0
F	10–14	2023	Januari	1	0	0
F	10–14	2023	Februari	2	0	0
F	10–14	2023	Mars	1	0	0
F	10–14	2023	April	0	0	0
F	10–14	2023	Maj	1	0	0
F	10–14	2023	Juni	0	0	0
F	10–14	2023	Juli	0	0	0
F	10–14	2023	Augusti	0	0	0
F	10–14	2023	September	1	0	0
F	10–14	2023	Oktober	2	0	0
F	10–14	2023	November	2	0	0
F	10–14	2023	December	8	0	0
F	10–14	2024	Januari	0	0	0
F	10–14	2024	Februari	0	0	0
F	10–14	2024	Mars	0	0	0
F	10–14	2024	April	0	0	0
F	10–14	2024	Maj	0	0	0
F	10–14	2024	Juni	0	0	0
F	10–14	2024	Juli	0	0	0
F	10–14	2024	Augusti	0	0	0
F	15–19	2022	Januari	24	0	0
F	15–19	2022	Februari	6	0	1
F	15–19	2022	Mars	4	0	0
F	15–19	2022	April	0	0	0
F	15–19	2022	Maj	0	0	0
F	15–19	2022	Juni	3	0	0
F	15–19	2022	Juli	4	0	0
F	15–19	2022	Augusti	7	0	0
F	15–19	2022	September	0	0	0
F	15–19	2022	Oktober	4	0	0
F	15–19	2022	November	0	0	0
F	15–19	2022	December	7	0	0
F	15–19	2023	Januari	3	0	0
F	15–19	2023	Februari	0	0	0
F	15–19	2023	Mars	1	0	0
F	15–19	2023	April	1	0	0
F	15–19	2023	Maj	1	0	0
F	15–19	2023	Juni	1	0	0
F	15–19	2023	Juli	1	0	0
F	15–19	2023	Augusti	0	0	0
F	15–19	2023	September	4	0	0
F	15–19	2023	Oktober	1	0	0
F	15–19	2023	November	3	0	0
F	15–19	2023	December	5	0	0
F	15–19	2024	Januari	1	0	0
F	15–19	2024	Februari	1	0	0
F	15–19	2024	Mars	0	0	0
F	15–19	2024	April	0	0	0
F	15–19	2024	Maj	1	0	0
F	15–19	2024	Juni	1	0	0
F	15–19	2024	Juli	2	0	0
F	15–19	2024	Augusti	2	0	0
F	20–24	2022	Januari	38	0	0
F	20–24	2022	Februari	21	0	0
F	20–24	2022	Mars	7	0	0
F	20–24	2022	April	1	0	1
F	20–24	2022	Maj	2	0	0
F	20–24	2022	Juni	9	0	0
F	20–24	2022	Juli	7	0	0
F	20–24	2022	Augusti	0	0	0
F	20–24	2022	September	7	0	0
F	20–24	2022	Oktober	1	0	0
F	20–24	2022	November	1	0	0
F	20–24	2022	December	6	0	0
F	20–24	2023	Januari	3	0	0
F	20–24	2023	Februari	2	0	0
F	20–24	2023	Mars	3	0	0
F	20–24	2023	April	3	0	0
F	20–24	2023	Maj	1	0	0
F	20–24	2023	Juni	1	0	0
F	20–24	2023	Juli	0	0	0
F	20–24	2023	Augusti	2	0	0
F	20–24	2023	September	4	0	0
F	20–24	2023	Oktober	5	0	0
F	20–24	2023	November	5	0	0
F	20–24	2023	December	2	0	0
F	20–24	2024	Januari	0	0	0
F	20–24	2024	Februari	0	0	0
F	20–24	2024	Mars	0	0	0
F	20–24	2024	April	0	0	0
F	20–24	2024	Maj	0	0	0
F	20–24	2024	Juni	1	0	0
F	20–24	2024	Juli	4	0	0
F	20–24	2024	Augusti	3	0	0
F	25–29	2022	Januari	53	0	0
F	25–29	2022	Februari	31	0	0
F	25–29	2022	Mars	12	0	0
F	25–29	2022	April	2	0	0
F	25–29	2022	Maj	1	0	0
F	25–29	2022	Juni	6	0	0
F	25–29	2022	Juli	7	0	0
F	25–29	2022	Augusti	8	0	0
F	25–29	2022	September	5	0	0
F	25–29	2022	Oktober	6	0	0
F	25–29	2022	November	6	0	0
F	25–29	2022	December	14	0	0
F	25–29	2023	Januari	4	0	0
F	25–29	2023	Februari	1	0	0
F	25–29	2023	Mars	4	0	0
F	25–29	2023	April	0	0	0
F	25–29	2023	Maj	0	0	0
F	25–29	2023	Juni	0	0	0
F	25–29	2023	Juli	0	0	0
F	25–29	2023	Augusti	2	0	0
F	25–29	2023	September	4	0	0
F	25–29	2023	Oktober	5	0	0
F	25–29	2023	November	9	0	0
F	25–29	2023	December	9	0	0
F	25–29	2024	Januari	0	0	0
F	25–29	2024	Februari	0	0	0
F	25–29	2024	Mars	0	0	0
F	25–29	2024	April	0	0	0
F	25–29	2024	Maj	2	0	0
F	25–29	2024	Juni	1	0	0
F	25–29	2024	Juli	2	0	0
F	25–29	2024	Augusti	2	0	0
F	30–34	2022	Januari	81	0	0
F	30–34	2022	Februari	30	0	1
F	30–34	2022	Mars	17	0	0
F	30–34	2022	April	5	0	1
F	30–34	2022	Maj	3	0	0
F	30–34	2022	Juni	10	0	0
F	30–34	2022	Juli	11	0	0
F	30–34	2022	Augusti	9	0	0
F	30–34	2022	September	6	0	0
F	30–34	2022	Oktober	8	0	0
F	30–34	2022	November	2	0	0
F	30–34	2022	December	12	0	0
F	30–34	2023	Januari	7	0	0
F	30–34	2023	Februari	1	0	0
F	30–34	2023	Mars	4	0	0
F	30–34	2023	April	6	0	0
F	30–34	2023	Maj	3	0	0
F	30–34	2023	Juni	2	0	0
F	30–34	2023	Juli	1	0	0
F	30–34	2023	Augusti	0	0	0
F	30–34	2023	September	4	0	0
F	30–34	2023	Oktober	11	0	0
F	30–34	2023	November	11	0	0
F	30–34	2023	December	9	0	0
F	30–34	2024	Januari	3	0	0
F	30–34	2024	Februari	0	0	0
F	30–34	2024	Mars	1	0	0
F	30–34	2024	April	1	0	0
F	30–34	2024	Maj	0	0	0
F	30–34	2024	Juni	1	0	0
F	30–34	2024	Juli	5	0	0
F	30–34	2024	Augusti	6	0	0
F	35–39	2022	Januari	73	1	0
F	35–39	2022	Februari	45	0	0
F	35–39	2022	Mars	7	0	1
F	35–39	2022	April	3	0	0
F	35–39	2022	Maj	4	0	0
F	35–39	2022	Juni	4	0	0
F	35–39	2022	Juli	6	0	0
F	35–39	2022	Augusti	9	0	0
F	35–39	2022	September	5	0	0
F	35–39	2022	Oktober	4	0	0
F	35–39	2022	November	8	0	0
F	35–39	2022	December	9	0	0
F	35–39	2023	Januari	5	0	0
F	35–39	2023	Februari	5	0	0
F	35–39	2023	Mars	8	0	0
F	35–39	2023	April	2	0	0
F	35–39	2023	Maj	6	0	0
F	35–39	2023	Juni	1	0	0
F	35–39	2023	Juli	1	0	0
F	35–39	2023	Augusti	1	0	0
F	35–39	2023	September	3	0	0
F	35–39	2023	Oktober	8	0	0
F	35–39	2023	November	12	0	0
F	35–39	2023	December	9	0	1
F	35–39	2024	Januari	3	0	0
F	35–39	2024	Februari	1	0	0
F	35–39	2024	Mars	0	0	0
F	35–39	2024	April	0	0	0
F	35–39	2024	Maj	1	0	0
F	35–39	2024	Juni	0	0	0
F	35–39	2024	Juli	2	0	0
F	35–39	2024	Augusti	1	0	0
F	40–44	2022	Januari	64	0	1
F	40–44	2022	Februari	40	2	0
F	40–44	2022	Mars	11	1	0
F	40–44	2022	April	7	0	0
F	40–44	2022	Maj	1	0	0
F	40–44	2022	Juni	5	0	0
F	40–44	2022	Juli	8	0	0
F	40–44	2022	Augusti	13	0	0
F	40–44	2022	September	3	0	0
F	40–44	2022	Oktober	9	0	0
F	40–44	2022	November	3	0	0
F	40–44	2022	December	13	0	0
F	40–44	2023	Januari	3	0	0
F	40–44	2023	Februari	5	0	0
F	40–44	2023	Mars	3	0	0
F	40–44	2023	April	2	0	0
F	40–44	2023	Maj	3	0	0
F	40–44	2023	Juni	1	0	0
F	40–44	2023	Juli	1	0	0
F	40–44	2023	Augusti	2	0	0
F	40–44	2023	September	4	0	0
F	40–44	2023	Oktober	5	0	0
F	40–44	2023	November	8	0	0
F	40–44	2023	December	17	0	0
F	40–44	2024	Januari	1	0	0
F	40–44	2024	Februari	2	0	0
F	40–44	2024	Mars	1	0	1
F	40–44	2024	April	1	0	1
F	40–44	2024	Maj	1	0	0
F	40–44	2024	Juni	0	0	0
F	40–44	2024	Juli	2	0	0
F	40–44	2024	Augusti	4	0	0
F	45–49	2022	Januari	70	0	2
F	45–49	2022	Februari	33	1	1
F	45–49	2022	Mars	14	0	0
F	45–49	2022	April	7	0	0
F	45–49	2022	Maj	2	0	0
F	45–49	2022	Juni	4	0	1
F	45–49	2022	Juli	16	0	0
F	45–49	2022	Augusti	13	0	0
F	45–49	2022	September	11	0	0
F	45–49	2022	Oktober	11	0	0
F	45–49	2022	November	7	0	0
F	45–49	2022	December	16	1	0
F	45–49	2023	Januari	6	0	0
F	45–49	2023	Februari	0	0	0
F	45–49	2023	Mars	3	0	0
F	45–49	2023	April	10	0	0
F	45–49	2023	Maj	3	0	0
F	45–49	2023	Juni	2	0	0
F	45–49	2023	Juli	2	0	0
F	45–49	2023	Augusti	6	0	0
F	45–49	2023	September	4	0	0
F	45–49	2023	Oktober	7	0	0
F	45–49	2023	November	11	0	0
F	45–49	2023	December	11	0	1
F	45–49	2024	Januari	0	0	0
F	45–49	2024	Februari	2	0	0
F	45–49	2024	Mars	2	0	0
F	45–49	2024	April	0	0	0
F	45–49	2024	Maj	1	0	0
F	45–49	2024	Juni	1	0	0
F	45–49	2024	Juli	4	0	0
F	45–49	2024	Augusti	5	0	0
F	50–54	2022	Januari	77	0	0
F	50–54	2022	Februari	60	0	1
F	50–54	2022	Mars	26	0	1
F	50–54	2022	April	9	0	0
F	50–54	2022	Maj	7	0	0
F	50–54	2022	Juni	4	0	0
F	50–54	2022	Juli	10	0	0
F	50–54	2022	Augusti	17	0	0
F	50–54	2022	September	9	0	0
F	50–54	2022	Oktober	9	0	0
F	50–54	2022	November	15	0	0
F	50–54	2022	December	25	0	1
F	50–54	2023	Januari	15	0	0
F	50–54	2023	Februari	3	0	0
F	50–54	2023	Mars	8	0	0
F	50–54	2023	April	3	0	0
F	50–54	2023	Maj	8	0	0
F	50–54	2023	Juni	5	0	0
F	50–54	2023	Juli	4	0	0
F	50–54	2023	Augusti	4	0	0
F	50–54	2023	September	10	0	1
F	50–54	2023	Oktober	12	0	0
F	50–54	2023	November	28	0	0
F	50–54	2023	December	25	0	0
F	50–54	2024	Januari	4	0	0
F	50–54	2024	Februari	1	0	0
F	50–54	2024	Mars	1	0	0
F	50–54	2024	April	0	0	0
F	50–54	2024	Maj	0	0	0
F	50–54	2024	Juni	1	0	0
F	50–54	2024	Juli	8	0	0
F	50–54	2024	Augusti	7	0	0
F	55–59	2022	Januari	107	0	1
F	55–59	2022	Februari	83	0	2
F	55–59	2022	Mars	41	0	3
F	55–59	2022	April	20	0	1
F	55–59	2022	Maj	16	0	0
F	55–59	2022	Juni	10	0	0
F	55–59	2022	Juli	21	0	1
F	55–59	2022	Augusti	21	0	0
F	55–59	2022	September	27	0	0
F	55–59	2022	Oktober	26	0	0
F	55–59	2022	November	31	0	0
F	55–59	2022	December	34	0	0
F	55–59	2023	Januari	30	0	2
F	55–59	2023	Februari	3	0	0
F	55–59	2023	Mars	15	0	0
F	55–59	2023	April	12	0	1
F	55–59	2023	Maj	9	0	0
F	55–59	2023	Juni	6	0	0
F	55–59	2023	Juli	4	0	0
F	55–59	2023	Augusti	7	0	0
F	55–59	2023	September	8	0	0
F	55–59	2023	Oktober	11	0	0
F	55–59	2023	November	40	0	0
F	55–59	2023	December	38	0	0
F	55–59	2024	Januari	17	0	0
F	55–59	2024	Februari	5	0	0
F	55–59	2024	Mars	1	0	0
F	55–59	2024	April	1	0	0
F	55–59	2024	Maj	2	0	0
F	55–59	2024	Juni	6	0	0
F	55–59	2024	Juli	3	0	0
F	55–59	2024	Augusti	11	0	0
F	60–64	2022	Januari	147	0	1
F	60–64	2022	Februari	117	1	2
F	60–64	2022	Mars	47	2	1
F	60–64	2022	April	18	0	0
F	60–64	2022	Maj	16	0	0
F	60–64	2022	Juni	14	0	0
F	60–64	2022	Juli	29	1	0
F	60–64	2022	Augusti	37	0	0
F	60–64	2022	September	18	0	0
F	60–64	2022	Oktober	21	0	0
F	60–64	2022	November	26	0	0
F	60–64	2022	December	45	0	0
F	60–64	2023	Januari	24	0	1
F	60–64	2023	Februari	7	0	0
F	60–64	2023	Mars	17	0	0
F	60–64	2023	April	19	0	0
F	60–64	2023	Maj	16	0	0
F	60–64	2023	Juni	13	0	0
F	60–64	2023	Juli	7	0	0
F	60–64	2023	Augusti	6	0	0
F	60–64	2023	September	23	0	0
F	60–64	2023	Oktober	20	0	0
F	60–64	2023	November	55	0	0
F	60–64	2023	December	43	0	0
F	60–64	2024	Januari	11	0	0
F	60–64	2024	Februari	7	0	0
F	60–64	2024	Mars	1	0	0
F	60–64	2024	April	0	0	0
F	60–64	2024	Maj	3	0	0
F	60–64	2024	Juni	2	0	0
F	60–64	2024	Juli	9	0	0
F	60–64	2024	Augusti	19	0	0
F	65–69	2022	Januari	109	0	0
F	65–69	2022	Februari	105	1	0
F	65–69	2022	Mars	63	0	1
F	65–69	2022	April	35	0	0
F	65–69	2022	Maj	19	0	0
F	65–69	2022	Juni	16	0	0
F	65–69	2022	Juli	41	0	0
F	65–69	2022	Augusti	53	0	0
F	65–69	2022	September	37	0	0
F	65–69	2022	Oktober	36	0	0
F	65–69	2022	November	36	0	0
F	65–69	2022	December	64	0	0
F	65–69	2023	Januari	39	0	0
F	65–69	2023	Februari	5	0	0
F	65–69	2023	Mars	20	0	0
F	65–69	2023	April	21	0	0
F	65–69	2023	Maj	33	0	0
F	65–69	2023	Juni	16	0	0
F	65–69	2023	Juli	5	0	0
F	65–69	2023	Augusti	23	0	0
F	65–69	2023	September	18	0	0
F	65–69	2023	Oktober	32	0	0
F	65–69	2023	November	95	0	0
F	65–69	2023	December	58	0	0
F	65–69	2024	Januari	18	0	0
F	65–69	2024	Februari	5	0	0
F	65–69	2024	Mars	2	0	0
F	65–69	2024	April	2	0	0
F	65–69	2024	Maj	3	0	0
F	65–69	2024	Juni	4	0	0
F	65–69	2024	Juli	9	0	0
F	65–69	2024	Augusti	17	0	0
F	70–74	2022	Januari	167	0	0
F	70–74	2022	Februari	159	0	0
F	70–74	2022	Mars	92	1	0
F	70–74	2022	April	48	0	0
F	70–74	2022	Maj	15	0	0
F	70–74	2022	Juni	25	0	0
F	70–74	2022	Juli	61	0	0
F	70–74	2022	Augusti	54	1	0
F	70–74	2022	September	65	0	0
F	70–74	2022	Oktober	56	1	0
F	70–74	2022	November	72	0	0
F	70–74	2022	December	155	0	0
F	70–74	2023	Januari	81	0	0
F	70–74	2023	Februari	17	0	0
F	70–74	2023	Mars	38	0	0
F	70–74	2023	April	54	0	0
F	70–74	2023	Maj	47	0	0
F	70–74	2023	Juni	24	0	0
F	70–74	2023	Juli	13	0	0
F	70–74	2023	Augusti	13	0	0
F	70–74	2023	September	44	0	0
F	70–74	2023	Oktober	54	0	0
F	70–74	2023	November	155	0	0
F	70–74	2023	December	112	0	0
F	70–74	2024	Januari	31	0	0
F	70–74	2024	Februari	8	0	0
F	70–74	2024	Mars	6	0	0
F	70–74	2024	April	3	0	0
F	70–74	2024	Maj	3	0	0
F	70–74	2024	Juni	6	0	0
F	70–74	2024	Juli	22	0	0
F	70–74	2024	Augusti	41	0	0
F	75–79	2022	Januari	211	0	0
F	75–79	2022	Februari	216	0	2
F	75–79	2022	Mars	158	2	0
F	75–79	2022	April	67	1	1
F	75–79	2022	Maj	34	0	0
F	75–79	2022	Juni	38	0	0
F	75–79	2022	Juli	97	0	0
F	75–79	2022	Augusti	112	1	0
F	75–79	2022	September	108	0	1
F	75–79	2022	Oktober	100	0	0
F	75–79	2022	November	99	0	0
F	75–79	2022	December	226	0	0
F	75–79	2023	Januari	159	0	1
F	75–79	2023	Februari	34	0	0
F	75–79	2023	Mars	58	0	0
F	75–79	2023	April	102	0	0
F	75–79	2023	Maj	81	0	0
F	75–79	2023	Juni	53	0	0
F	75–79	2023	Juli	19	0	0
F	75–79	2023	Augusti	31	0	0
F	75–79	2023	September	69	0	0
F	75–79	2023	Oktober	132	0	0
F	75–79	2023	November	322	0	0
F	75–79	2023	December	212	0	0
F	75–79	2024	Januari	58	0	0
F	75–79	2024	Februari	17	0	0
F	75–79	2024	Mars	5	0	0
F	75–79	2024	April	8	0	0
F	75–79	2024	Maj	10	0	0
F	75–79	2024	Juni	13	0	0
F	75–79	2024	Juli	29	0	0
F	75–79	2024	Augusti	79	0	0
F	80–84	2022	Januari	162	0	0
F	80–84	2022	Februari	244	1	1
F	80–84	2022	Mars	157	1	1
F	80–84	2022	April	74	0	1
F	80–84	2022	Maj	38	0	0
F	80–84	2022	Juni	50	0	1
F	80–84	2022	Juli	111	0	1
F	80–84	2022	Augusti	113	0	0
F	80–84	2022	September	115	0	0
F	80–84	2022	Oktober	82	0	0
F	80–84	2022	November	114	0	0
F	80–84	2022	December	263	0	0
F	80–84	2023	Januari	158	0	0
F	80–84	2023	Februari	52	0	0
F	80–84	2023	Mars	67	0	0
F	80–84	2023	April	126	0	0
F	80–84	2023	Maj	87	0	0
F	80–84	2023	Juni	41	0	1
F	80–84	2023	Juli	23	0	0
F	80–84	2023	Augusti	37	0	0
F	80–84	2023	September	60	0	0
F	80–84	2023	Oktober	141	0	1
F	80–84	2023	November	313	0	0
F	80–84	2023	December	264	0	0
F	80–84	2024	Januari	91	0	0
F	80–84	2024	Februari	20	0	0
F	80–84	2024	Mars	13	0	0
F	80–84	2024	April	2	0	0
F	80–84	2024	Maj	10	0	0
F	80–84	2024	Juni	9	0	0
F	80–84	2024	Juli	48	0	0
F	80–84	2024	Augusti	81	0	0
F	85+	2022	Januari	367	1	0
F	85+	2022	Februari	551	1	0
F	85+	2022	Mars	304	1	2
F	85+	2022	April	134	0	0
F	85+	2022	Maj	56	0	1
F	85+	2022	Juni	67	0	0
F	85+	2022	Juli	213	0	0
F	85+	2022	Augusti	248	1	0
F	85+	2022	September	180	1	1
F	85+	2022	Oktober	163	0	1
F	85+	2022	November	206	1	0
F	85+	2022	December	536	1	2
F	85+	2023	Januari	379	0	1
F	85+	2023	Februari	77	0	0
F	85+	2023	Mars	134	0	0
F	85+	2023	April	210	0	0
F	85+	2023	Maj	176	0	0
F	85+	2023	Juni	88	0	0
F	85+	2023	Juli	26	0	0
F	85+	2023	Augusti	61	0	0
F	85+	2023	September	125	1	0
F	85+	2023	Oktober	190	1	0
F	85+	2023	November	603	0	1
F	85+	2023	December	406	2	0
F	85+	2024	Januari	184	1	0
F	85+	2024	Februari	39	0	0
F	85+	2024	Mars	12	0	0
F	85+	2024	April	15	0	0
F	85+	2024	Maj	22	0	0
F	85+	2024	Juni	27	0	0
F	85+	2024	Juli	88	0	0
F	85+	2024	Augusti	143	0	0
