ctry,yr,li,age,sex,ca1,ca2,rat
4290,1999,10,17,2,72,1107,0.065041
4290,1999,10,18,1,380,2349,0.161771
4290,1999,10,18,2,134,1454,0.09216
4290,1999,10,19,1,623,3509,0.177543
4290,1999,10,19,2,229,2180,0.105046
4290,1999,10,20,1,1053,5552,0.189661
4290,1999,10,20,2,430,3614,0.118982
4290,1999,10,21,1,1447,8446,0.171324
4290,1999,10,21,2,920,6584,0.139733
4290,1999,10,22,1,1438,8795,0.163502
4290,1999,10,22,2,1176,9032,0.130204
4290,1999,10,23,1,1050,7642,0.137399
4290,1999,10,23,2,1236,11079,0.111562
4290,1999,10,24,1,381,3652,0.104326
4290,1999,10,24,2,701,7815,0.089699
4290,1999,10,25,1,78,894,0.087248
4290,1999,10,25,2,187,3029,0.061737
4290,2000,10,1,1,6553,45710,0.14336
4290,2000,10,1,2,5040,47806,0.105426
4290,2000,10,2,1,0,186,0
4290,2000,10,2,2,0,123,0
4290,2000,10,3,1,0,13,0
4290,2000,10,3,2,0,7,0
4290,2000,10,4,1,0,4,0
4290,2000,10,4,2,0,6,0
4290,2000,10,5,1,0,4,0
4290,2000,10,5,2,0,2,0
4290,2000,10,6,1,0,4,0
4290,2000,10,6,2,0,6,0
4290,2000,10,7,1,0,30,0
4290,2000,10,7,2,0,28,0
4290,2000,10,8,1,0,41,0
4290,2000,10,8,2,0,36,0
4290,2000,10,9,1,0,124,0
4290,2000,10,9,2,1,57,0.017544
4290,2000,10,10,1,0,202,0
4290,2000,10,10,2,0,63,0
4290,2000,10,11,1,2,223,0.008969
4290,2000,10,11,2,0,75,0
4290,2000,10,12,1,5,246,0.020325
4290,2000,10,12,2,1,87,0.011494
4290,2000,10,13,1,14,315,0.044444
4290,2000,10,13,2,3,200,0.015
4290,2000,10,14,1,27,457,0.059081
4290,2000,10,14,2,5,269,0.018587
4290,2000,10,15,1,85,774,0.109819
4290,2000,10,15,2,24,492,0.04878
4290,2000,10,16,1,184,1326,0.138763
4290,2000,10,16,2,45,875,0.051429
4290,2000,10,17,1,292,1830,0.159563
4290,2000,10,17,2,65,1274,0.05102
4290,2000,10,18,1,367,2358,0.15564
4290,2000,10,18,2,129,1510,0.08543
4290,2000,10,19,1,562,3334,0.168566
4290,2000,10,19,2,207,2088,0.099138
4290,2000,10,20,1,913,5266,0.173376
4290,2000,10,20,2,395,3483,0.113408
4290,2000,10,21,1,1237,7973,0.155149
4290,2000,10,21,2,852,6247,0.136385
4290,2000,10,22,1,1352,8752,0.154479
4290,2000,10,22,2,1168,9079,0.128649
4290,2000,10,23,1,1040,7568,0.137421
4290,2000,10,23,2,1238,10769,0.11496
4290,2000,10,24,1,398,3716,0.107104
4290,2000,10,24,2,706,7882,0.089571
4290,2000,10,25,1,75,964,0.077801
4290,2000,10,25,2,201,3148,0.06385
4290,2001,10,1,1,6399,45467,0.140739
4290,2001,10,1,2,4966,48341,0.102729
4290,2001,10,2,1,0,190,0
4290,2001,10,2,2,0,145,0
4290,2001,10,3,1,0,10,0
4290,2001,10,3,2,0,15,0
4290,2001,10,4,1,0,13,0
4290,2001,10,4,2,0,6,0
4290,2001,10,5,1,0,7,0
4290,2001,10,5,2,0,8,0
4290,2001,10,6,1,0,5,0
4290,2001,10,6,2,0,5,0
4290,2001,10,7,1,0,23,0
4290,2001,10,7,2,0,27,0
4290,2001,10,8,1,0,36,0
4290,2001,10,8,2,0,34,0
4290,2001,10,9,1,0,104,0
4290,2001,10,9,2,0,51,0
4290,2001,10,10,1,1,217,0.004608
4290,2001,10,10,2,0,54,0
4290,2001,10,11,1,1,201,0.004975
4290,2001,10,11,2,1,68,0.014706
4290,2001,10,12,1,4,248,0.016129
4290,2001,10,12,2,0,104,0
4290,2001,10,13,1,13,355,0.03662
4290,2001,10,13,2,1,166,0.006024
4290,2001,10,14,1,26,471,0.055202
4290,2001,10,14,2,8,250,0.032
4290,2001,10,15,1,80,776,0.103093
4290,2001,10,15,2,16,492,0.03252
4290,2001,10,16,1,161,1277,0.126077
4290,2001,10,16,2,37,874,0.042334
4290,2001,10,17,1,273,1983,0.13767
4290,2001,10,17,2,86,1304,0.065951
4290,2001,10,18,1,376,2374,0.158382
4290,2001,10,18,2,112,1400,0.08
4290,2001,10,19,1,534,3286,0.162508
4290,2001,10,19,2,228,2131,0.106992
4290,2001,10,20,1,829,4971,0.166767
4290,2001,10,20,2,372,3493,0.106499
4290,2001,10,21,1,1152,7564,0.1523
4290,2001,10,21,2,738,6014,0.122714
4290,2001,10,22,1,1356,8946,0.151576
4290,2001,10,22,2,1182,9155,0.12911
4290,2001,10,23,1,1043,7448,0.140038
4290,2001,10,23,2,1220,11058,0.110327
4290,2001,10,24,1,462,3940,0.117259
4290,2001,10,24,2,777,8229,0.094422
4290,2001,10,25,1,88,1022,0.086106
4290,2001,10,25,2,188,3258,0.057704
4290,2002,10,1,1,6250,45813,0.136424
4290,2002,10,1,2,4927,49258,0.100024
4290,2002,10,2,1,0,173,0
4290,2002,10,2,2,0,141,0
4290,2002,10,3,1,0,16,0
4290,2002,10,3,2,0,8,0
4290,2002,10,4,1,0,18,0
4290,2002,10,4,2,0,7,0
4290,2002,10,5,1,0,5,0
4290,2002,10,5,2,0,5,0
4290,2002,10,6,1,0,7,0
4290,2002,10,6,2,0,3,0
4290,2002,10,7,1,0,16,0
4290,2002,10,7,2,0,20,0
4290,2002,10,8,1,0,41,0
4290,2002,10,8,2,1,26,0.038462
4290,2002,10,9,1,0,109,0
4290,2002,10,9,2,0,65,0
4290,2002,10,10,1,0,210,0
4290,2002,10,10,2,0,64,0
4290,2002,10,11,1,0,180,0
4290,2002,10,11,2,1,78,0.012821
4290,2002,10,12,1,4,232,0.017241
4290,2002,10,12,2,1,110,0.009091
4290,2002,10,13,1,11,309,0.035599
4290,2002,10,13,2,2,169,0.011834
4290,2002,10,14,1,31,460,0.067391
4290,2002,10,14,2,7,252,0.027778
4290,2002,10,15,1,61,677,0.090103
4290,2002,10,15,2,9,468,0.019231
4290,2002,10,16,1,125,1216,0.102796
4290,2002,10,16,2,41,762,0.053806
4290,2002,10,17,1,268,2069,0.129531
4290,2002,10,17,2,76,1346,0.056464
4290,2002,10,18,1,367,2417,0.151841
4290,2002,10,18,2,109,1465,0.074403
4290,2002,10,19,1,544,3284,0.165652
4290,2002,10,19,2,183,2093,0.087434
4290,2002,10,20,1,761,4937,0.154142
4290,2002,10,20,2,360,3459,0.104076
4290,2002,10,21,1,1152,7381,0.156076
4290,2002,10,21,2,725,5869,0.12353
4290,2002,10,22,1,1317,9211,0.142981
4290,2002,10,22,2,1155,9464,0.122041
4290,2002,10,23,1,1070,7730,0.138422
4290,2002,10,23,2,1258,11111,0.113221
4290,2002,10,24,1,446,4057,0.109933
4290,2002,10,24,2,779,8682,0.089726
4290,2002,10,25,1,93,1058,0.087902
4290,2002,10,25,2,220,3591,0.061264
4290,2003,10,1,1,6130,45362,0.135135
4290,2003,10,1,2,4685,47641,0.09834
4290,2003,10,2,1,0,184,0
4290,2003,10,2,2,0,125,0
4290,2003,10,3,1,0,19,0
4290,2003,10,3,2,0,11,0
4290,2003,10,4,1,0,13,0
4290,2003,10,4,2,0,6,0
4290,2003,10,5,1,0,11,0
4290,2003,10,5,2,0,4,0
4290,2003,10,6,1,0,5,0
4290,2003,10,6,2,0,5,0
4290,2003,10,7,1,0,28,0
4290,2003,10,7,2,0,17,0
4290,2003,10,8,1,0,36,0
4290,2003,10,8,2,0,28,0
4290,2003,10,9,1,1,107,0.009346
4290,2003,10,9,2,0,78,0
4290,2003,10,10,1,1,186,0.005376
4290,2003,10,10,2,0,61,0
4290,2003,10,11,1,0,181,0
4290,2003,10,11,2,0,87,0
4290,2003,10,12,1,2,193,0.010363
4290,2003,10,12,2,2,116,0.017241
4290,2003,10,13,1,18,323,0.055728
4290,2003,10,13,2,4,172,0.023256
4290,2003,10,14,1,33,469,0.070362
4290,2003,10,14,2,4,254,0.015748
4290,2003,10,15,1,62,723,0.085754
4290,2003,10,15,2,25,449,0.055679
4290,2003,10,16,1,119,1157,0.102852
4290,2003,10,16,2,26,755,0.034437
4290,2003,10,17,1,239,1993,0.11992
4290,2003,10,17,2,57,1278,0.044601
4290,2003,10,18,1,360,2474,0.145513
4290,2003,10,18,2,106,1567,0.067645
4290,2003,10,19,1,511,3303,0.154708
4290,2003,10,19,2,192,2048,0.09375
4290,2003,10,20,1,732,4894,0.149571
4290,2003,10,20,2,329,3265,0.100766
4290,2003,10,21,1,1103,7064,0.156144
4290,2003,10,21,2,640,5540,0.115523
4290,2003,10,22,1,1359,9349,0.145363
4290,2003,10,22,2,1114,9238,0.120589
4290,2003,10,23,1,1041,7644,0.136185
4290,2003,10,23,2,1169,10524,0.111079
4290,2003,10,24,1,452,3952,0.114372
4290,2003,10,24,2,776,8349,0.092945
4290,2003,10,25,1,97,1054,0.09203
4290,2003,10,25,2,241,3664,0.065775
4290,2004,10,1,1,5478,44192,0.123959
4290,2004,10,1,2,4293,46887,0.091561
4290,2004,10,2,1,0,175,0
4290,2004,10,2,2,0,144,0
4290,2004,10,3,1,0,12,0
4290,2004,10,3,2,0,19,0
4290,2004,10,4,1,0,11,0
4290,2004,10,4,2,0,6,0
4290,2004,10,5,1,0,7,0
4290,2004,10,5,2,0,8,0
4290,2004,10,6,1,0,5,0
4290,2004,10,6,2,0,7,0
4290,2004,10,7,1,0,37,0
4290,2004,10,7,2,0,44,0
4290,2004,10,8,1,0,57,0
4290,2004,10,8,2,0,52,0
4290,2004,10,9,1,0,132,0
4290,2004,10,9,2,0,75,0
4290,2004,10,10,1,0,233,0
4290,2004,10,10,2,0,73,0
4290,2004,10,11,1,0,200,0
4290,2004,10,11,2,0,89,0
4290,2004,10,12,1,4,209,0.019139
4290,2004,10,12,2,0,114,0
4290,2004,10,13,1,11,302,0.036424
4290,2004,10,13,2,1,192,0.005208
4290,2004,10,14,1,30,452,0.066372
4290,2004,10,14,2,5,279,0.017921
4290,2004,10,15,1,58,724,0.08011
4290,2004,10,15,2,22,459,0.04793
4290,2004,10,16,1,128,1168,0.109589
4290,2004,10,16,2,21,729,0.028807
4290,2004,10,17,1,236,2019,0.11689
4290,2004,10,17,2,48,1310,0.036641
4290,2004,10,18,1,300,2546,0.117832
4290,2004,10,18,2,87,1677,0.051878
4290,2004,10,19,1,478,3300,0.144848
4290,2004,10,19,2,150,2007,0.074738
4290,2004,10,20,1,602,4598,0.130926
4290,2004,10,20,2,321,3183,0.100848
4290,2004,10,21,1,903,6511,0.138688
4290,2004,10,21,2,616,5307,0.116073
4290,2004,10,22,1,1243,9034,0.137591
4290,2004,10,22,2,1025,8996,0.11394
4290,2004,10,23,1,928,7381,0.125728
4290,2004,10,23,2,1084,10287,0.105376
4290,2004,10,24,1,455,4005,0.113608
4290,2004,10,24,2,710,8217,0.086406
4290,2004,10,25,1,102,1074,0.094972
4290,2004,10,25,2,203,3613,0.056186
4290,2005,10,1,1,5497,44828,0.122624
4290,2005,10,1,2,4218,46947,0.089846
4290,2005,10,2,1,0,131,0
4290,2005,10,2,2,0,117,0
4290,2005,10,3,1,0,24,0
4290,2005,10,3,2,0,18,0
4290,2005,10,4,1,0,5,0
4290,2005,10,4,2,0,9,0
4290,2005,10,5,1,0,13,0
4290,2005,10,5,2,0,6,0
4290,2005,10,6,1,0,4,0
4290,2005,10,6,2,0,4,0
4290,2005,10,7,1,0,33,0
4290,2005,10,7,2,0,16,0
4290,2005,10,8,1,0,38,0
4290,2005,10,8,2,0,24,0
4290,2005,10,9,1,1,107,0.009346
4290,2005,10,9,2,0,46,0
4290,2005,10,10,1,0,179,0
4290,2005,10,10,2,0,69,0
4290,2005,10,11,1,1,204,0.004902
4290,2005,10,11,2,0,69,0
4290,2005,10,12,1,3,197,0.015228
4290,2005,10,12,2,0,108,0
4290,2005,10,13,1,8,283,0.028269
4290,2005,10,13,2,1,175,0.005714
4290,2005,10,14,1,31,445,0.069663
4290,2005,10,14,2,3,244,0.012295
4290,2005,10,15,1,47,672,0.06994
4290,2005,10,15,2,20,404,0.049505
4290,2005,10,16,1,130,1084,0.119926
4290,2005,10,16,2,24,748,0.032086
4290,2005,10,17,1,227,1935,0.117313
4290,2005,10,17,2,45,1307,0.03443
4290,2005,10,18,1,344,2684,0.128167
4290,2005,10,18,2,120,1736,0.069124
4290,2005,10,19,1,440,3378,0.130255
4290,2005,10,19,2,166,2145,0.077389
4290,2005,10,20,1,601,4505,0.133407
4290,2005,10,20,2,258,3031,0.08512
4290,2005,10,21,1,920,6582,0.139775
4290,2005,10,21,2,485,5136,0.094431
4290,2005,10,22,1,1158,9066,0.12773
4290,2005,10,22,2,999,8846,0.112932
4290,2005,10,23,1,1039,7846,0.132424
4290,2005,10,23,2,1111,10440,0.106418
4290,2005,10,24,1,454,4280,0.106075
4290,2005,10,24,2,748,8481,0.088197
4290,2005,10,25,1,93,1133,0.082083
4290,2005,10,25,2,238,3768,0.063163
4290,2006,10,1,1,5185,44232,0.117223
4290,2006,10,1,2,4305,47039,0.09152
4290,2006,10,2,1,0,166,0
4290,2006,10,2,2,0,132,0
4290,2006,10,3,1,0,15,0
4290,2006,10,3,2,0,15,0
4290,2006,10,4,1,0,7,0
4290,2006,10,4,2,0,7,0
4290,2006,10,5,1,0,9,0
4290,2006,10,5,2,0,6,0
4290,2006,10,6,1,0,3,0
4290,2006,10,6,2,0,8,0
4290,2006,10,7,1,0,30,0
4290,2006,10,7,2,0,13,0
4290,2006,10,8,1,0,35,0
4290,2006,10,8,2,0,18,0
4290,2006,10,9,1,2,127,0.015748
4290,2006,10,9,2,0,65,0
4290,2006,10,10,1,4,189,0.021164
4290,2006,10,10,2,0,83,0
4290,2006,10,11,1,0,174,0
4290,2006,10,11,2,2,63,0.031746
4290,2006,10,12,1,2,185,0.010811
4290,2006,10,12,2,2,123,0.01626
4290,2006,10,13,1,15,287,0.052265
4290,2006,10,13,2,2,162,0.012346
4290,2006,10,14,1,27,437,0.061785
4290,2006,10,14,2,9,258,0.034884
4290,2006,10,15,1,45,610,0.07377
4290,2006,10,15,2,21,405,0.051852
4290,2006,10,16,1,98,1109,0.088368
4290,2006,10,16,2,19,692,0.027457
4290,2006,10,17,1,198,1841,0.10755
4290,2006,10,17,2,66,1190,0.055462
4290,2006,10,18,1,359,2809,0.127803
4290,2006,10,18,2,107,1826,0.058598
4290,2006,10,19,1,414,3327,0.124436
4290,2006,10,19,2,137,2029,0.067521
4290,2006,10,20,1,593,4372,0.135636
4290,2006,10,20,2,281,3009,0.093387
4290,2006,10,21,1,807,6301,0.128075
4290,2006,10,21,2,500,5029,0.099423
4290,2006,10,22,1,1057,8663,0.122013
4290,2006,10,22,2,918,8490,0.108127
4290,2006,10,23,1,987,8134,0.121343
4290,2006,10,23,2,1153,10809,0.10667
4290,2006,10,24,1,486,4217,0.115248
4290,2006,10,24,2,797,8547,0.093249
4290,2006,10,25,1,91,1185,0.076793
4290,2006,10,25,2,291,4060,0.071675
4290,2007,10,1,1,4936,44025,0.112118
4290,2007,10,1,2,3904,47795,0.081682
4290,2007,10,2,1,0,149,0
4290,2007,10,2,2,0,121,0
4290,2007,10,3,1,0,16,0
4290,2007,10,3,2,0,17,0
4290,2007,10,4,1,0,7,0
4290,2007,10,4,2,0,8,0
4290,2007,10,5,1,0,1,0
4290,2007,10,5,2,0,8,0
4290,2007,10,6,1,0,5,0
4290,2007,10,6,2,0,6,0
4290,2007,10,7,1,0,20,0
4290,2007,10,7,2,0,21,0
4290,2007,10,8,1,0,29,0
4290,2007,10,8,2,0,16,0
4290,2007,10,9,1,0,141,0
4290,2007,10,9,2,0,63,0
4290,2007,10,10,1,0,196,0
4290,2007,10,10,2,0,65,0
4290,2007,10,11,1,1,212,0.004717
4290,2007,10,11,2,0,65,0
4290,2007,10,12,1,3,193,0.015544
4290,2007,10,12,2,3,92,0.032609
4290,2007,10,13,1,12,261,0.045977
4290,2007,10,13,2,3,166,0.018072
4290,2007,10,14,1,23,445,0.051685
4290,2007,10,14,2,7,262,0.026718
4290,2007,10,15,1,55,642,0.08567
4290,2007,10,15,2,16,415,0.038554
4290,2007,10,16,1,118,1081,0.109158
4290,2007,10,16,2,29,660,0.043939
4290,2007,10,17,1,201,1743,0.115318
4290,2007,10,17,2,40,1119,0.035746
4290,2007,10,18,1,344,2934,0.117246
4290,2007,10,18,2,100,1801,0.055525
4290,2007,10,19,1,421,3372,0.124852
4290,2007,10,19,2,127,2226,0.057053
4290,2007,10,20,1,498,4152,0.119942
4290,2007,10,20,2,222,2907,0.076367
4290,2007,10,21,1,732,6111,0.119784
4290,2007,10,21,2,467,5029,0.092861
4290,2007,10,22,1,1008,8405,0.119929
4290,2007,10,22,2,822,8313,0.098881
4290,2007,10,23,1,952,8199,0.116112
4290,2007,10,23,2,1075,11454,0.093854
4290,2007,10,24,1,470,4418,0.106383
4290,2007,10,24,2,729,8720,0.083601
4290,2007,10,25,1,98,1293,0.075793
4290,2007,10,25,2,264,4241,0.062249
4290,2008,10,1,1,4846,44116,0.109847
4290,2008,10,1,2,3813,47426,0.080399
4290,2008,10,2,1,0,141,0
4290,2008,10,2,2,0,131,0
4290,2008,10,3,1,0,12,0
4290,2008,10,3,2,0,12,0
4290,2008,10,4,1,0,10,0
4290,2008,10,4,2,0,7,0
4290,2008,10,5,1,0,4,0
4290,2008,10,5,2,0,3,0
4290,2008,10,6,1,0,3,0
4290,2008,10,6,2,0,7,0
4290,2008,10,7,1,0,17,0
4290,2008,10,7,2,0,11,0
4290,2008,10,8,1,0,34,0
4290,2008,10,8,2,0,26,0
4290,2008,10,9,1,0,122,0
4290,2008,10,9,2,0,62,0
4290,2008,10,10,1,0,210,0
4290,2008,10,10,2,0,65,0
4290,2008,10,11,1,1,207,0.004831
4290,2008,10,11,2,0,91,0
4290,2008,10,12,1,4,231,0.017316
4290,2008,10,12,2,0,91,0
4290,2008,10,13,1,5,254,0.019685
4290,2008,10,13,2,2,140,0.014286
4290,2008,10,14,1,27,439,0.061503
4290,2008,10,14,2,5,282,0.01773
4290,2008,10,15,1,53,601,0.088186
4290,2008,10,15,2,12,388,0.030928
4290,2008,10,16,1,83,1059,0.078376
4290,2008,10,16,2,29,671,0.043219
4290,2008,10,17,1,195,1661,0.117399
4290,2008,10,17,2,62,1092,0.056777
4290,2008,10,18,1,380,2942,0.129164
4290,2008,10,18,2,112,1866,0.060021
4290,2008,10,19,1,453,3501,0.129392
4290,2008,10,19,2,155,2277,0.068072
4290,2008,10,20,1,465,4283,0.108569
4290,2008,10,20,2,214,2820,0.075887
4290,2008,10,21,1,703,5923,0.11869
4290,2008,10,21,2,429,4731,0.090679
4290,2008,10,22,1,920,8244,0.111596
4290,2008,10,22,2,754,8042,0.093758
4290,2008,10,23,1,976,8537,0.114326
4290,2008,10,23,2,1044,11398,0.091595
4290,2008,10,24,1,469,4369,0.107347
4290,2008,10,24,2,744,8866,0.083916
4290,2008,10,25,1,112,1312,0.085366
4290,2008,10,25,2,251,4347,0.057741
4290,2009,10,1,1,4393,43753,0.100405
4290,2009,10,1,2,3529,46424,0.076017
4290,2009,10,2,1,0,148,0
4290,2009,10,2,2,0,130,0
4290,2009,10,3,1,0,23,0
4290,2009,10,3,2,0,13,0
4290,2009,10,4,1,0,15,0
4290,2009,10,4,2,0,9,0
4290,2009,10,5,1,0,12,0
4290,2009,10,5,2,0,10,0
4290,2009,10,6,1,0,4,0
4290,2009,10,6,2,0,1,0
4290,2009,10,7,1,0,28,0
4290,2009,10,7,2,0,19,0
4290,2009,10,8,1,0,37,0
4290,2009,10,8,2,0,20,0
4290,2009,10,9,1,0,109,0
4290,2009,10,9,2,0,64,0
4290,2009,10,10,1,1,207,0.004831
4290,2009,10,10,2,0,64,0
4290,2009,10,11,1,1,201,0.004975
4290,2009,10,11,2,0,65,0
4290,2009,10,12,1,4,201,0.0199
4290,2009,10,12,2,0,83,0
4290,2009,10,13,1,3,283,0.010601
4290,2009,10,13,2,3,157,0.019108
4290,2009,10,14,1,21,422,0.049763
4290,2009,10,14,2,6,265,0.022642
4290,2009,10,15,1,60,611,0.0982
4290,2009,10,15,2,13,408,0.031863
4290,2009,10,16,1,101,1035,0.097585
4290,2009,10,16,2,28,688,0.040698
4290,2009,10,17,1,166,1622,0.102343
4290,2009,10,17,2,40,1037,0.038573
4290,2009,10,18,1,290,2771,0.104655
4290,2009,10,18,2,101,1851,0.054565
4290,2009,10,19,1,398,3527,0.112844
4290,2009,10,19,2,150,2294,0.065388
4290,2009,10,20,1,474,4259,0.111294
4290,2009,10,20,2,221,3056,0.072317
4290,2009,10,21,1,588,5833,0.100806
4290,2009,10,21,2,353,4518,0.078132
4290,2009,10,22,1,840,7903,0.106289
4290,2009,10,22,2,683,7664,0.089118
4290,2009,10,23,1,875,8598,0.101768
4290,2009,10,23,2,982,11284,0.087026
4290,2009,10,24,1,454,4484,0.101249
4290,2009,10,24,2,689,8443,0.081606
4290,2009,10,25,1,117,1420,0.082394
4290,2009,10,25,2,260,4281,0.060733
4290,2010,10,1,1,4292,43919,0.097725
4290,2010,10,1,2,3183,46600,0.068305
4290,2010,10,2,1,0,160,0
4290,2010,10,2,2,0,134,0
4290,2010,10,3,1,0,13,0
4290,2010,10,3,2,0,15,0
4290,2010,10,4,1,0,8,0
4290,2010,10,4,2,0,6,0
4290,2010,10,5,1,0,7,0
4290,2010,10,5,2,0,5,0
4290,2010,10,6,1,0,8,0
4290,2010,10,6,2,0,4,0
4290,2010,10,7,1,0,13,0
4290,2010,10,7,2,0,19,0
4290,2010,10,8,1,0,25,0
4290,2010,10,8,2,0,19,0
4290,2010,10,9,1,0,110,0
4290,2010,10,9,2,0,60,0
4290,2010,10,10,1,0,209,0
4290,2010,10,10,2,1,75,0.013333
4290,2010,10,11,1,3,215,0.013953
4290,2010,10,11,2,0,72,0
4290,2010,10,12,1,1,200,0.005
4290,2010,10,12,2,2,93,0.021505
4290,2010,10,13,1,5,227,0.022026
4290,2010,10,13,2,5,134,0.037313
4290,2010,10,14,1,16,385,0.041558
4290,2010,10,14,2,5,217,0.023041
4290,2010,10,15,1,36,625,0.0576
4290,2010,10,15,2,13,374,0.034759
4290,2010,10,16,1,73,978,0.074642
4290,2010,10,16,2,28,595,0.047059
4290,2010,10,17,1,167,1554,0.107465
4290,2010,10,17,2,49,975,0.050256
4290,2010,10,18,1,329,2790,0.117921
4290,2010,10,18,2,95,1849,0.051379
4290,2010,10,19,1,381,3727,0.102227
4290,2010,10,19,2,142,2440,0.058197
4290,2010,10,20,1,457,4353,0.104985
4290,2010,10,20,2,210,3018,0.069583
4290,2010,10,21,1,627,5896,0.106343
4290,2010,10,21,2,333,4590,0.072549
4290,2010,10,22,1,803,7808,0.102843
4290,2010,10,22,2,560,7491,0.074756
4290,2010,10,23,1,859,8434,0.10185
4290,2010,10,23,2,825,11057,0.074613
4290,2010,10,24,1,432,4759,0.090775
4290,2010,10,24,2,677,9017,0.07508
4290,2010,10,25,1,103,1415,0.072792
4290,2010,10,25,2,238,4341,0.054826
4290,2011,10,1,1,3838,43596,0.088036
4290,2011,10,1,2,3087,46345,0.066609
4290,2011,10,2,1,0,128,0
4290,2011,10,2,2,0,107,0
4290,2011,10,3,1,0,18,0
4290,2011,10,3,2,0,12,0
4290,2011,10,4,1,0,3,0
4290,2011,10,4,2,0,2,0
4290,2011,10,5,1,0,8,0
4290,2011,10,5,2,0,5,0
4290,2011,10,6,1,0,8,0
4290,2011,10,6,2,0,4,0
4290,2011,10,7,1,0,22,0
4290,2011,10,7,2,0,25,0
4290,2011,10,8,1,0,22,0
4290,2011,10,8,2,0,21,0
4290,2011,10,9,1,0,112,0
4290,2011,10,9,2,0,59,0
4290,2011,10,10,1,0,204,0
4290,2011,10,10,2,0,77,0
4290,2011,10,11,1,0,199,0
4290,2011,10,11,2,0,89,0
4290,2011,10,12,1,1,204,0.004902
4290,2011,10,12,2,1,103,0.009709
4290,2011,10,13,1,2,239,0.008368
4290,2011,10,13,2,1,151,0.006623
4290,2011,10,14,1,15,378,0.039683
4290,2011,10,14,2,6,210,0.028571
4290,2011,10,15,1,40,642,0.062305
4290,2011,10,15,2,12,379,0.031662
4290,2011,10,16,1,102,912,0.111842
4290,2011,10,16,2,16,614,0.026059
4290,2011,10,17,1,153,1567,0.097639
4290,2011,10,17,2,46,954,0.048218
4290,2011,10,18,1,298,2526,0.117973
4290,2011,10,18,2,89,1687,0.052756
4290,2011,10,19,1,410,4010,0.102244
4290,2011,10,19,2,116,2417,0.047993
4290,2011,10,20,1,450,4340,0.103687
4290,2011,10,20,2,194,3057,0.063461
4290,2011,10,21,1,530,5761,0.091998
4290,2011,10,21,2,341,4345,0.078481
4290,2011,10,22,1,689,7571,0.091005
4290,2011,10,22,2,567,7422,0.076395
4290,2011,10,23,1,693,8217,0.084337
4290,2011,10,23,2,843,10764,0.078317
4290,2011,10,24,1,354,5095,0.06948
4290,2011,10,24,2,628,9304,0.067498
4290,2011,10,25,1,101,1410,0.071631
4290,2011,10,25,2,227,4537,0.050033
